web-scraper-order,web-scraper-start-url,Reg,Aircraft Type,Config,Delivered,Age,Models
1519892614-2871,https://www.planespotters.net/airline/Delta-Air-Lines?p=5,N906AT,Boeing 717-231,C12W15Y83,14. Aug 2014,17.0 Years,717
1519892617-2924,https://www.planespotters.net/airline/Delta-Air-Lines?p=4,N801NW,Airbus A330-323,C34W32Y227,29. Oct 2008,15.2 Years,A330
1519892624-3087,https://www.planespotters.net/airline/Delta-Air-Lines?p=1,N334NB,Airbus A319-114,C12W18Y96,29. Oct 2008,16.2 Years,A320
1519892599-2543,https://www.planespotters.net/airline/Delta-Air-Lines?p=11,N6705Y,Boeing 757-232(WL),C20W29Y150,"01. May 2006
(07. Apr 2000)",18.0 Years,757
1519892607-2732,https://www.planespotters.net/airline/Delta-Air-Lines?p=8,N813DN,Boeing 737-932(ER)(WL),C20W21Y139,17. Jan 2014,4.1 Years,737
1519892614-2904,https://www.planespotters.net/airline/Delta-Air-Lines?p=5,N951AT,Boeing 717-2BD,C12W15Y83,24. Jul 2015,18.0 Years,717
1519892599-2545,https://www.planespotters.net/airline/Delta-Air-Lines?p=11,N6707A,Boeing 757-232(WL),C20W29Y150,"19. Jan 2006
(31. May 2000)",17.8 Years,757
1519892617-2945,https://www.planespotters.net/airline/Delta-Air-Lines?p=4,N822NW,Airbus A330-302,C34W32Y227,27. May 2015,2.9 Years,A330
1519892591-2399,https://www.planespotters.net/airline/Delta-Air-Lines?p=14,N864DA,Boeing 777-232(ER),C37W36Y218,17. Dec 1999,18.4 Years,777
1519892589-2331,https://www.planespotters.net/airline/Delta-Air-Lines?p=15,N921DL,McDonnell Douglas MD-88,C16W15Y118,08. Jun 1988,29.9 Years,MD80
1519892607-2712,https://www.planespotters.net/airline/Delta-Air-Lines?p=8,N395DN,Boeing 737-832(WL),C16W18Y126,17. Jul 2000,17.7 Years,737
1519892617-2923,https://www.planespotters.net/airline/Delta-Air-Lines?p=4,N861NW,Airbus A330-223,C34W32Y168,29. Oct 2008,11.4 Years,A330
1519892591-2390,https://www.planespotters.net/airline/Delta-Air-Lines?p=14,N706DN,Boeing 777-232(LR),C37W36Y218,09. Apr 2009,8.9 Years,777
1519892619-3004,https://www.planespotters.net/airline/Delta-Air-Lines?p=3,N333DX,Airbus A321-211(WL),C20W29Y143,20. Dec 2017,0.2 Years,A320
1519892614-2859,https://www.planespotters.net/airline/Delta-Air-Lines?p=5,N511DN,Airbus A350-941,C32W48Y226,(On Order),,A350
1519892586-2285,https://www.planespotters.net/airline/Delta-Air-Lines?p=16,N986DL,McDonnell Douglas MD-88,C16W15Y118,08. Nov 1991,26.4 Years,MD80
1519892604-2648,https://www.planespotters.net/airline/Delta-Air-Lines?p=9,N835DN,Boeing 737-932(ER)(WL),C20W21Y139,27. Feb 2015,3.0 Years,737
1519892614-2873,https://www.planespotters.net/airline/Delta-Air-Lines?p=5,N915AT,Boeing 717-231,C12W15Y83,22. Jul 2014,17.0 Years,717
1519892614-2880,https://www.planespotters.net/airline/Delta-Air-Lines?p=5,N925AT,Boeing 717-231,C12W15Y83,09. Apr 2014,17.3 Years,717
1519892612-2846,https://www.planespotters.net/airline/Delta-Air-Lines?p=6,N302DQ,Boeing 737-732(WL),C12W18Y94,02. Aug 2008,9.6 Years,737
1519892622-3022,https://www.planespotters.net/airline/Delta-Air-Lines?p=2,N322US,Airbus A320-211,C12W18Y120,29. Oct 2008,26.4 Years,A320
1519892614-2872,https://www.planespotters.net/airline/Delta-Air-Lines?p=5,N910AT,Boeing 717-231,C12W15Y83,17. Jul 2014,16.9 Years,717
1519892586-2300,https://www.planespotters.net/airline/Delta-Air-Lines?p=16,N902DA,McDonnell Douglas MD-90-30,C16W15Y129,24. Feb 1995,23.5 Years,MD90
1519892591-2409,https://www.planespotters.net/airline/Delta-Air-Lines?p=14,N905DE,McDonnell Douglas MD-88,C16W15Y118,14. May 1992,25.9 Years,MD80
1519892594-2438,https://www.planespotters.net/airline/Delta-Air-Lines?p=13,N174DN,Boeing 767-332(ER)(WL),C36W32Y143,20. Jul 1990,27.7 Years,767
1519892596-2533,https://www.planespotters.net/airline/Delta-Air-Lines?p=12,N1609,Boeing 767-332(ER)(WL),C36W29Y143,25. Apr 2000,17.9 Years,767
1519892614-2855,https://www.planespotters.net/airline/Delta-Air-Lines?p=5,N507DN,Airbus A350-941,C32W48Y226,21. Feb 2018,0.2 Years,A350
1519892624-3111,https://www.planespotters.net/airline/Delta-Air-Lines?p=1,N360NB,Airbus A319-114,C12W18Y96,29. Oct 2008,15.0 Years,A320
